Fiscal Year,County,Region,Program,Abuse Neglect Fatalities,Race Ethnicity,Age,Gender
2016,Walker,6-Houston,Child Protective Investigations,1,African American,9,Female
2016,Ward,9-Midland,Child Protective Investigations,1,Hispanic,0,Female
2016,Webb,11-Edinburg,Child Protective Investigations,1,Hispanic,0,Male
2016,Wharton,6-Houston,Child Protective Investigations,1,African American,0,Male
2016,Wharton,6-Houston,Day Care Investigations,1,Anglo,0,Male
2016,Williamson,7-Austin,Day Care Investigations,1,Anglo,0,Male
2016,Williamson,7-Austin,Child Protective Investigations,1,Hispanic,0,Female
2015,Andrews,9-Midland,Child Protective Investigations,1,Hispanic,0,Male
2015,Angelina,5-Beaumont,Child Protective Investigations,1,Anglo,3,Male
2015,Angelina,5-Beaumont,Child Protective Investigations,1,Hispanic,1,Male
2015,Atascosa,8-San Antonio,Child Protective Investigations,1,Hispanic,0,Male
2015,Bee,11-Edinburg,Child Protective Investigations,1,Anglo,0,Female
2015,Bell,7-Austin,Child Protective Investigations,1,African American,0,Male
2015,Bell,7-Austin,Child Protective Investigations,1,African American,1,Male
2015,Bell,7-Austin,Child Protective Investigations,1,Anglo,3,Female
2015,Bell,7-Austin,Child Protective Investigations,1,Hispanic,0,Female
2015,Bexar,8-San Antonio,Day Care Investigations,1,Hispanic,0,Female
2015,Bexar,8-San Antonio,Child Protective Investigations,1,Hispanic,2,Female
2015,Bexar,8-San Antonio,Child Protective Investigations,1,Hispanic,2,Male
2015,Bexar,8-San Antonio,Child Protective Investigations,1,Hispanic,3,Male
2015,Brazoria,6-Houston,Child Protective Investigations,1,Anglo,0,Unknown
2015,Brazoria,6-Houston,Child Protective Investigations,2,Hispanic,1,Female
2015,Brazos,7-Austin,Child Protective Investigations,2,African American,0,Female
2015,Calhoun,8-San Antonio,Child Protective Investigations,1,Hispanic,0,Female
2015,Calhoun,8-San Antonio,Child Protective Investigations,1,Hispanic,1,Female
2015,Calhoun,8-San Antonio,Child Protective Investigations,1,Hispanic,4,Male
2015,Cameron,11-Edinburg,Child Protective Investigations,2,Hispanic,0,Male
2015,Cameron,11-Edinburg,Child Protective Investigations,1,Hispanic,4,Male
2015,Chambers,6-Houston,Child Protective Investigations,1,Anglo,3,Male
2015,Collin,3-Arlington,Child Protective Investigations,1,Anglo,0,Male
2015,Cooke,3-Arlington,Child Protective Investigations,1,Anglo,1,Female
2015,Dallas,3-Arlington,Child Protective Investigations,3,African American,0,Female
2015,Dallas,3-Arlington,Day Care Investigations,1,African American,0,Male
2015,Dallas,3-Arlington,Child Protective Investigations,2,African American,0,Male
2015,Dallas,3-Arlington,Child Protective Investigations,1,African American,1,Male
2015,Dallas,3-Arlington,Child Protective Investigations,1,African American,2,Female
2015,Dallas,3-Arlington,Child Protective Investigations,1,African American,2,Male
2015,Dallas,3-Arlington,Child Protective Investigations,1,African American,9,Male
2015,Dallas,3-Arlington,Child Protective Investigations,1,African American,10,Female
2015,Dallas,3-Arlington,Child Protective Investigations,1,African American,11,Male
2015,Dallas,3-Arlington,Child Protective Investigations,1,Anglo,0,Male
2015,Dallas,3-Arlington,Day Care Investigations,1,Anglo,1,Female
2015,Dallas,3-Arlington,Child Protective Investigations,1,Anglo,1,Female
2015,Dallas,3-Arlington,Child Protective Investigations,1,Anglo,4,Male
2015,Dallas,3-Arlington,Child Protective Investigations,1,Hispanic,0,Female
2015,Dallas,3-Arlington,Day Care Investigations,1,Hispanic,1,Male
2015,Dallas,3-Arlington,Child Protective Investigations,1,Hispanic,1,Male
2015,Dallas,3-Arlington,Child Protective Investigations,1,Hispanic,2,Female
2015,Dallas,3-Arlington,Child Protective Investigations,2,Hispanic,2,Male
2015,Dallas,3-Arlington,Child Protective Investigations,1,Hispanic,5,Female
2015,Dallas,3-Arlington,Child Protective Investigations,1,Unknown,1,Male
2015,Denton,3-Arlington,Day Care Investigations,1,Anglo,0,Female
2015,Denton,3-Arlington,Day Care Investigations,1,Anglo,0,Male
2015,Eastland,2-Abilene,Child Protective Investigations,1,Anglo,2,Male
2015,Ector,9-Midland,Child Protective Investigations,1,Hispanic,0,Female
2015,Ector,9-Midland,Child Protective Investigations,1,Hispanic,0,Male
2015,El Paso,10-El Paso,Child Protective Investigations,1,African American,2,Female
2015,El Paso,10-El Paso,Child Protective Investigations,1,Anglo,0,Male
2015,El Paso,10-El Paso,Child Protective Investigations,1,Hispanic,0,Female
2015,El Paso,10-El Paso,Child Protective Investigations,1,Hispanic,0,Male
2015,Ellis,3-Arlington,Child Protective Investigations,1,Anglo,0,Male
2015,Fort Bend,6-Houston,Child Protective Investigations,1,African American,10,Male
2015,Fort Bend,6-Houston,Child Protective Investigations,1,African American,11,Female
2015,Fort Bend,6-Houston,Child Protective Investigations,1,Hispanic,4,Male
2015,Freestone,7-Austin,Child Protective Investigations,1,Anglo,3,Male
2015,Galveston,6-Houston,Day Care Investigations,1,African American,0,Female
2015,Galveston,6-Houston,Child Protective Investigations,1,Anglo,1,Female
2015,Garza,1-Lubbock,Child Protective Investigations,1,Hispanic,0,Male
2015,Grayson,3-Arlington,Child Protective Investigations,1,Anglo,0,Female
2015,Gregg,4-Tyler,Child Protective Investigations,1,African American,0,Male
2015,Gregg,4-Tyler,Child Protective Investigations,1,African American,2,Female
2015,Gregg,4-Tyler,Child Protective Investigations,1,Anglo,5,Male
2015,Hall,1-Lubbock,Child Protective Investigations,1,Hispanic,3,Female
2015,Hardin,5-Beaumont,Child Protective Investigations,1,Anglo,0,Male
2015,Harris,6-Houston,Child Protective Investigations,1,African American,0,Female
2015,Harris,6-Houston,Child Protective Investigations,2,African American,0,Male
2015,Harris,6-Houston,Child Protective Investigations,1,African American,2,Female
2015,Harris,6-Houston,Child Protective Investigations,2,African American,2,Male
2015,Harris,6-Houston,Child Protective Investigations,1,African American,3,Male
2015,Harris,6-Houston,Child Protective Investigations,1,African American,4,Male
2015,Harris,6-Houston,Child Protective Investigations,1,African American,5,Male
2015,Harris,6-Houston,Child Protective Investigations,1,African American,6,Male
2015,Harris,6-Houston,Child Protective Investigations,1,African American,7,Female
2015,Harris,6-Houston,Child Protective Investigations,1,African American,9,Male
2015,Harris,6-Houston,Child Protective Investigations,1,African American,13,Male
2015,Harris,6-Houston,Child Protective Investigations,1,African American,15,Male
2015,Harris,6-Houston,Child Protective Investigations,1,Anglo,0,Female
2015,Harris,6-Houston,Child Protective Investigations,1,Anglo,0,Male
2015,Harris,6-Houston,Child Protective Investigations,2,Anglo,3,Male
2015,Harris,6-Houston,Child Protective Investigations,1,Anglo,4,Male
2015,Harris,6-Houston,Child Protective Investigations,1,Hispanic,0,Female
2015,Harris,6-Houston,Child Protective Investigations,1,Hispanic,2,Male
2015,Harris,6-Houston,Child Protective Investigations,1,Hispanic,3,Female
2015,Harris,6-Houston,Child Protective Investigations,1,Hispanic,4,Male
2015,Harris,6-Houston,Child Protective Investigations,1,Hispanic,16,Female
2015,Harris,6-Houston,Child Protective Investigations,1,Other,2,Male
2015,Henderson,4-Tyler,Child Protective Investigations,1,Anglo,0,Female
2015,Hidalgo,11-Edinburg,Child Protective Investigations,1,Hispanic,0,Female
2015,Hidalgo,11-Edinburg,Child Protective Investigations,3,Hispanic,0,Male
2015,Hidalgo,11-Edinburg,Child Protective Investigations,2,Hispanic,1,Male
2015,Hidalgo,11-Edinburg,Child Protective Investigations,1,Hispanic,2,Male
2015,Hidalgo,11-Edinburg,Child Protective Investigations,1,Unknown,0,Male
2015,Hood,3-Arlington,Child Protective Investigations,1,Anglo,2,Male
2015,Hood,3-Arlington,Child Protective Investigations,1,Anglo,3,Male
2015,Hunt,3-Arlington,Child Protective Investigations,1,African American,3,Female
2015,Hunt,3-Arlington,Child Protective Investigations,1,Anglo,2,Male
2015,Hutchinson,1-Lubbock,Child Protective Investigations,1,Anglo,2,Female
2015,Jefferson,5-Beaumont,Child Protective Investigations,1,African American,0,Female
2015,Jefferson,5-Beaumont,Child Protective Investigations,1,African American,0,Male
2015,Johnson,3-Arlington,Child Protective Investigations,1,Anglo,5,Male
2015,Johnson,3-Arlington,Child Protective Investigations,1,Hispanic,1,Male
2015,Kaufman,3-Arlington,Day Care Investigations,1,Anglo,2,Male
2015,Kaufman,3-Arlington,Child Protective Investigations,1,Anglo,3,Female
2015,Lamar,4-Tyler,Child Protective Investigations,1,Anglo,1,Female
2015,Leon,7-Austin,Child Protective Investigations,1,Anglo,1,Male
2015,Lubbock,1-Lubbock,Child Protective Investigations,1,Anglo,4,Female
2015,Lubbock,1-Lubbock,Child Protective Investigations,1,Hispanic,1,Male
2015,McLennan,7-Austin,Child Protective Investigations,1,Anglo,2,Female
2015,Milam,7-Austin,Child Protective Investigations,1,Hispanic,0,Male
2015,Montague,2-Abilene,Child Protective Investigations,1,Anglo,0,Female
2015,Nueces,11-Edinburg,Child Protective Investigations,1,Hispanic,2,Male
2015,Parker,3-Arlington,Child Protective Investigations,1,Anglo,2,Male
2015,Potter,1-Lubbock,Child Protective Investigations,1,African American,3,Male
2015,Randall,1-Lubbock,Child Protective Investigations,1,Unknown,0,Male
2015,Real,8-San Antonio,Child Protective Investigations,1,Hispanic,0,Female
2015,Reeves,9-Midland,Child Protective Investigations,1,Hispanic,1,Male
2015,Rockwall,3-Arlington,Child Protective Investigations,1,Anglo,2,Female
2015,Rockwall,3-Arlington,Child Protective Investigations,1,Hispanic,2,Female
2015,Sabine,5-Beaumont,Child Protective Investigations,1,Hispanic,0,Female
2015,Shelby,5-Beaumont,Child Protective Investigations,1,Hispanic,0,Female
2015,Smith,4-Tyler,Child Protective Investigations,1,Anglo,0,Male
2015,Tarrant,3-Arlington,Child Protective Investigations,1,African American,0,Female
2015,Tarrant,3-Arlington,Day Care Investigations,1,African American,0,Male
2015,Tarrant,3-Arlington,Child Protective Investigations,1,African American,2,Male
2015,Tarrant,3-Arlington,Child Protective Investigations,1,African American,3,Female
2015,Tarrant,3-Arlington,Child Protective Investigations,1,African American,3,Male
2015,Tarrant,3-Arlington,Child Protective Investigations,1,African American,6,Female
2015,Tarrant,3-Arlington,Day Care Investigations,1,Anglo,0,Male
2015,Tarrant,3-Arlington,Child Protective Investigations,1,Anglo,0,Male
2015,Tarrant,3-Arlington,Child Protective Investigations,1,Anglo,1,Female
2015,Tarrant,3-Arlington,Child Protective Investigations,1,Anglo,2,Male
2015,Tarrant,3-Arlington,Child Protective Investigations,1,Anglo,4,Male
2015,Tarrant,3-Arlington,Child Protective Investigations,2,Hispanic,0,Female
2015,Tarrant,3-Arlington,Child Protective Investigations,1,Hispanic,0,Male
2015,Tarrant,3-Arlington,Child Protective Investigations,1,Hispanic,3,Male
2015,Tarrant,3-Arlington,Child Protective Investigations,1,Hispanic,12,Female
2015,Taylor,2-Abilene,Day Care Investigations,1,African American,1,Male
2015,Taylor,2-Abilene,Child Protective Investigations,1,African American,3,Female
2015,Tom Green,9-Midland,Child Protective Investigations,1,Hispanic,5,Female
2015,Travis,7-Austin,Child Protective Investigations,1,African American,0,Male
2015,Travis,7-Austin,Child Protective Investigations,1,Hispanic,0,Female
2015,Uvalde,8-San Antonio,Day Care Investigations,1,Hispanic,0,Male
2015,Webb,11-Edinburg,Child Protective Investigations,1,Anglo,0,Male
2015,Webb,11-Edinburg,Child Protective Investigations,1,Hispanic,0,Female
2015,Webb,11-Edinburg,Child Protective Investigations,2,Hispanic,0,Male
2015,Wichita,2-Abilene,Day Care Investigations,1,Hispanic,0,Female
2015,Wilbarger,2-Abilene,Child Protective Investigations,1,African American,1,Male
2015,Williamson,7-Austin,Child Protective Investigations,1,Anglo,0,Male
2015,Williamson,7-Austin,Child Protective Investigations,2,Hispanic,3,Male
2015,Williamson,7-Austin,Child Protective Investigations,1,Other,2,Male
2015,Wood,4-Tyler,Child Protective Investigations,1,Anglo,1,Female
2015,Wood,4-Tyler,Child Protective Investigations,1,Anglo,5,Male
